7,17,0,1,1
7,18,-1,0,1
4,11,2,1,1
4,19,2,1,0
2,13,2,0,1
8,16,0,1,1
8,17,-1,1,0
10,18,-2,0,1
3,12,1,1,0
6,20,-1,1,0
5,19,0,1,0
10,16,-1,1,0
10,13,-1,0,0
9,20,-2,0,1
10,19,-2,0,0
8,15,0,0,0
4,11,2,0,1
11,13,0,1,0
3,12,2,1,1
3,19,2,1,0
11,13,0,1,1
11,17,1,0,1
8,13,0,1,0
8,10,1,1,1
8,16,2,0,0
10,16,-1,0,0
5,14,1,0,1
10,18,-2,0,1
5,16,1,0,1
6,16,1,1,0
10,15,-1,0,1
3,20,-1,0,1
7,12,1,0,0
6,11,2,0,0
7,14,0,0,0
2,19,0,0,0
10,18,-2,0,1
6,20,-1,1,1
6,21,-2,1,0
10,13,-1,0,0
7,11,1,1,1
7,14,2,0,1
8,15,0,0,0
8,15,0,1,1
8,16,-1,1,1
8,18,0,1,0
10,7,1,1,1
10,9,2,1,1
10,11,3,0,0
9,12,0,0,0
10,17,-1,1,0
10,15,-1,0,0
9,12,0,0,0
10,13,0,1,0
10,14,-1,1,0
6,13,1,1,1
6,16,2,0,1
3,20,0,1,0
2,18,0,0,1
10,17,-1,1,0
5,17,0,1,0
6,9,2,1,1
6,19,1,0,1
10,13,0,1,0
10,13,-1,0,0
7,13,1,1,1
7,15,2,1,0
4,14,1,1,1
4,19,2,1,0
9,12,1,0,0
10,12,-1,1,0
8,11,1,1,1
8,21,0,0,1
3,4,3,0,0
10,10,0,1,1
10,12,1,1,1
10,13,0,0,0
4,17,0,0,0
2,15,1,1,0
10,19,-2,0,0
4,15,1,1,0
8,13,0,1,0
2,16,1,0,0
5,19,0,0,1
10,17,-2,0,0
2,12,1,1,1
2,21,1,1,0
4,19,0,1,0
3,14,1,1,1
3,20,2,1,0
4,12,2,1,1
4,13,1,1,0
10,14,-1,1,1
10,17,0,0,1
6,12,3,1,1
6,20,3,0,1
3,16,1,1,1
3,18,2,1,0
10,11,1,0,0
4,20,-1,0,1
10,12,-1,1,0
10,9,1,0,0
9,8,2,1,1
9,19,1,0,1
11,16,-1,0,0
6,20,0,0,1
2,9,2,1,1
2,16,2,0,0
9,20,-2,0,1
3,14,1,1,0
7,8,2,0,0
6,13,1,1,1
6,17,2,0,1
10,18,-2,1,0
10,12,-1,1,0
8,18,-1,1,0
7,19,-1,1,0
10,13,0,0,0
10,11,0,1,1
10,18,0,1,1
10,19,-1,0,0
11,12,0,0,0
8,13,1,1,1
8,18,2,1,0
10,18,-1,1,0
3,13,1,0,1
9,17,0,1,0
10,14,-1,1,1
10,21,-1,1,0
10,12,-1,1,1
10,20,-1,1,0
11,20,-3,0,1
6,18,0,0,0
4,12,2,0,0
10,6,1,0,1
4,19,0,1,1
4,21,1,0,1
7,15,0,1,0
5,16,1,1,0
7,7,2,0,0
3,19,0,1,0
2,9,3,1,1
2,18,3,1,1
2,21,4,1,0
5,15,1,1,0
10,12,-1,1,1
10,13,-2,0,0
10,13,-2,0,0
10,18,-2,1,0
6,14,2,0,1
3,17,1,1,0
5,10,2,1,1
5,19,2,1,0
10,13,0,0,0
9,10,2,1,1
9,12,3,1,1
9,15,4,0,1
9,9,2,0,0
10,7,1,1,1
10,11,2,0,0
5,16,1,1,0
4,18,0,0,0
5,14,2,1,1
5,19,3,0,0
9,19,-1,0,1
7,17,-1,0,0
7,16,0,1,1
7,21,1,0,1
9,9,1,1,1
9,17,1,1,0
5,15,1,1,0
5,13,2,0,0
5,18,0,0,1
9,12,0,1,1
9,20,0,1,0
7,14,0,0,0
10,20,-3,1,0
3,12,1,0,0
8,18,-1,1,0
6,9,3,0,0
8,6,2,1,1
8,16,1,0,0
10,20,-2,0,1
11,9,1,0,0
10,20,-3,0,1
2,13,2,1,0
3,20,0,1,0
2,20,-1,0,0
10,10,0,0,0
8,19,-1,1,1
8,20,-2,1,0
10,14,-1,0,1
6,12,1,1,0
7,13,0,1,1
7,20,0,0,0
8,20,-2,0,1
6,15,1,1,1
6,16,0,1,1
6,19,1,1,0
10,20,-3,1,0
5,12,-1,1,1
5,14,0,1,1
5,20,1,0,1
10,18,-2,1,0
11,11,0,0,1
10,19,-2,0,0
5,11,2,1,1
5,17,3,0,1
5,15,2,1,0
2,16,1,0,0
4,12,1,0,0
10,14,-1,0,0
9,12,1,1,1
9,18,2,1,0
10,8,1,0,1
6,15,1,1,0
10,12,0,0,0
6,17,1,1,0
5,16,1,1,0
5,18,0,1,0
10,17,-2,1,0
2,15,1,0,1
10,16,-1,1,0
10,20,-3,1,0
5,17,0,1,0
4,20,-1,0,1
3,18,0,0,1
5,13,2,0,1
5,11,2,0,0
3,15,1,0,0
3,15,1,1,1
3,21,2,1,0
10,10,1,0,0
11,20,-3,1,0
10,10,0,1,1
10,15,1,1,1
10,16,0,0,0
9,14,0,0,0
7,16,0,0,0
2,18,0,1,0
10,14,-1,1,1
10,18,0,0,0
5,8,3,0,0
5,9,3,0,1
10,18,-2,1,1
10,19,-3,1,1
10,21,-2,1,0
5,11,2,0,0
5,16,1,0,1
10,12,0,1,1
10,20,0,0,1
4,9,3,0,0
10,17,-1,1,1
10,20,0,1,0
9,14,1,0,0
10,15,-1,1,1
10,17,0,0,0
2,13,1,1,1
2,19,2,1,0
4,20,0,1,0
4,20,0,1,0
11,19,-2,0,1
10,15,-1,0,1
9,18,-1,1,0
4,17,0,0,1
10,19,-2,1,0
10,20,-3,0,1
5,12,1,1,1
5,14,2,0,0
9,17,0,0,1
4,12,3,0,0
6,11,2,0,0
5,13,2,0,1
2,13,1,1,1
2,18,2,1,0
10,16,-1,1,0
5,19,0,0,1
4,15,1,1,0
4,17,0,1,1
4,21,1,1,0
4,19,0,0,0
10,12,-3,0,0
4,16,1,1,1
4,17,0,1,0
10,9,0,0,0
10,11,0,0,0
10,20,-3,1,0
10,18,-2,1,1
10,21,-1,0,1
2,19,0,1,0
10,14,0,1,0
3,20,0,0,1
5,10,2,1,1
5,20,1,0,1
4,17,0,0,1
10,19,-2,1,0
10,14,-1,0,1
5,14,1,0,1
8,15,0,1,0
10,19,-2,1,1
10,21,-1,1,0
4,15,1,0,0
10,17,-2,0,0
11,14,-1,1,0
8,18,-1,1,0
10,18,-2,1,1
10,19,-3,1,1
10,20,-4,0,0
10,9,1,1,1
10,19,0,1,0
3,15,1,0,0
5,12,2,0,1
10,16,-1,1,0
5,17,0,1,0
2,13,2,1,0
4,17,1,1,0
10,9,1,1,1
10,11,2,1,1
10,17,3,1,0
2,17,1,0,1
5,11,2,0,1
5,15,2,0,0
3,18,0,0,0
3,12,1,1,1
3,19,1,0,1
10,12,-1,0,0
8,19,-1,1,0
10,16,-1,1,0
3,10,3,0,0
11,16,-1,0,1
4,14,1,1,0
11,6,1,0,0
5,17,1,0,0
10,17,-1,1,0
11,17,-1,0,1
6,20,-1,1,0
6,20,-1,1,0
4,16,1,0,0
9,6,2,1,1
9,13,2,1,0
10,11,1,1,1
10,16,2,0,0
6,16,1,1,1
6,18,2,0,1
8,12,1,1,1
8,13,0,0,0
10,14,0,0,1
10,15,-1,1,1
10,20,0,0,1
10,12,-1,0,0
2,12,1,1,1
2,16,2,0,1
4,11,2,1,1
4,20,2,0,1
11,20,-2,1,0
6,13,2,0,1
3,9,3,0,0
7,11,1,1,1
7,21,0,1,0
9,15,0,0,0
10,17,-1,1,0
9,17,0,0,0
11,16,-1,1,1
11,19,0,0,1
11,7,1,0,1
10,20,-3,1,0
10,16,-1,1,1
10,21,0,0,1
10,17,-1,1,0
4,13,1,1,1
4,14,0,0,1
10,16,-1,1,0
6,20,-1,0,1
10,12,-1,0,0
10,14,-1,1,1
10,21,-1,1,0
9,18,-1,1,0
10,15,-1,0,0
6,12,2,1,0
8,13,0,1,1
8,21,0,1,0
10,5,1,0,0
6,19,0,1,1
6,21,1,1,0
6,13,2,1,1
6,16,3,0,1
7,18,-1,1,0
10,20,-3,0,1
10,16,-1,0,0
2,16,1,0,1
5,20,-1,1,0
10,12,0,1,1
10,16,1,0,0
8,15,0,1,1
8,21,1,0,1
10,17,-1,0,0
6,14,1,0,1
11,14,-1,0,0
10,20,-3,0,1
10,15,0,1,0
7,11,1,0,0
10,8,1,0,0
9,17,-1,1,1
9,19,0,1,0
2,16,1,0,0
5,15,1,0,0
10,14,0,0,0
7,16,0,0,0
10,15,0,0,1
8,11,1,0,0
11,17,-2,0,1
2,18,0,0,0
10,17,-2,1,1
10,19,-1,1,0
7,10,2,0,0
3,12,1,1,1
3,19,1,1,0
6,5,3,0,1
8,14,1,0,0
4,15,1,1,0
7,5,2,1,1
7,15,1,0,1
2,13,2,1,1
2,20,2,0,1
10,20,-2,0,1
10,19,-2,1,0
7,14,0,0,0
11,16,-1,0,1
9,19,-1,0,1
8,17,-1,1,0
7,12,1,0,1
2,8,3,1,1
2,18,2,1,0
10,12,0,1,1
10,21,0,0,1
5,18,0,1,1
5,19,-1,1,0
11,14,0,0,0
3,15,1,1,1
3,20,2,1,0
5,18,0,1,0
7,19,-1,0,0
6,20,-1,1,0
10,15,-1,1,0
6,11,2,0,0
10,7,1,0,0
5,6,3,0,0
6,9,2,1,1
6,11,3,1,1
6,15,4,0,0
8,18,-1,1,0
8,16,0,0,1
4,16,1,0,0
4,19,0,0,0
4,4,3,0,0
9,7,2,1,1
9,17,1,0,1
10,14,-1,0,0
10,17,-1,1,0
7,14,0,1,0
10,8,1,1,1
10,10,2,0,1
10,20,-3,0,1
8,20,-2,1,0
10,13,-1,1,1
10,20,-1,1,0
10,19,-2,1,0
10,12,-1,0,0
11,13,-1,0,0
10,11,1,1,1
10,15,2,0,0
7,12,0,1,1
7,13,-1,0,0
4,12,1,1,1
4,16,2,0,0
3,14,2,0,1
11,17,-2,0,1
10,17,-1,0,1
10,20,-3,1,0
4,13,1,1,1
4,18,2,0,0
10,6,1,1,1
10,12,2,0,1
6,13,2,0,0
10,12,-1,0,1
10,17,-2,1,1
10,19,-1,1,0
2,9,2,1,1
2,20,1,1,0
2,12,1,1,0
3,16,1,1,0
10,19,-2,0,1
7,12,-2,1,0
9,16,0,0,0
11,12,-1,0,1
8,20,-2,0,1
5,14,1,1,0
8,17,-1,1,1
8,19,0,0,1
10,4,1,0,0
10,12,-3,0,0
10,11,0,0,0
8,17,-1,1,1
8,19,0,1,0
8,12,0,1,1
8,14,1,1,1
8,18,2,0,1
5,11,2,0,0
4,11,2,0,0
11,14,-1,1,1
11,21,-1,1,0
3,13,2,1,0
7,13,0,0,0
10,18,-2,0,0
10,13,-1,0,0
10,9,0,0,0
9,11,2,0,0
10,12,0,0,0
2,16,1,0,0
9,13,0,0,0
10,16,-1,1,1
10,17,-2,1,0
10,18,-2,1,1
10,21,-1,1,0
8,15,0,0,0
6,8,3,0,1
8,18,-1,1,0
9,14,1,0,0
10,15,-1,0,0
6,8,3,1,1
6,17,3,0,1
3,8,3,0,0
2,18,0,0,1
10,11,0,0,0
10,12,-3,1,1
10,18,-2,0,0
10,18,-2,0,1
8,15,0,1,0
7,13,0,1,1
7,14,-1,1,0
7,18,-1,1,0
3,19,0,0,1
10,15,-1,0,0
4,11,2,0,0
11,4,1,1,1
11,14,0,0,0
10,12,0,0,1
9,17,-1,1,0
3,15,1,0,1
4,20,0,0,1
7,5,2,0,0
9,20,-2,0,1
10,13,-1,1,0
8,11,1,1,1
8,21,0,1,0
10,20,-3,1,0
9,10,2,1,1
9,18,2,1,0
9,17,0,0,1
10,18,-2,1,0
8,14,0,0,0
6,13,1,1,0
3,20,-1,1,0
7,17,-1,0,0
11,14,-1,0,1
5,16,1,1,0
10,13,-1,1,1
10,20,-1,1,0
3,17,0,1,1
3,20,1,1,1
3,21,0,1,0
10,10,0,0,0
7,19,-1,1,0
8,16,0,1,0
10,12,-1,0,0
6,17,1,1,1
6,20,2,0,1
9,15,0,1,0
7,18,-1,0,1
6,13,1,0,1
2,6,3,0,1
7,20,-2,0,1
10,5,1,0,0
9,20,-2,0,1
10,11,0,0,1
10,14,-1,0,0
9,16,0,1,0
10,15,-1,1,1
10,21,0,1,0
4,17,1,1,0
10,9,0,0,0
10,16,-1,1,1
10,19,0,1,0
7,12,0,1,1
7,17,1,0,0
2,18,0,0,1
11,8,1,1,1
11,15,1,1,0
10,14,0,1,1
10,20,1,0,1
9,14,0,1,0
7,14,1,1,0
6,15,1,0,1
5,15,1,1,0
6,18,0,1,1
6,21,1,1,0
11,17,-2,0,0
10,15,-1,1,0
3,11,2,0,1
11,15,-1,0,1
10,15,-1,0,1
7,20,-2,1,0
10,14,0,1,1
10,17,1,0,1
4,10,2,1,1
4,21,1,1,0
6,18,0,0,1
3,13,2,0,0
10,18,-2,1,0
2,17,0,1,0
5,19,0,1,0
6,18,0,1,0
10,13,-1,1,0
2,9,2,0,1
9,20,-2,1,0
2,17,0,0,0
9,6,2,0,1
7,19,-1,1,0
2,19,0,0,1
7,20,-2,1,0
2,15,1,1,1
2,20,2,0,1
4,8,3,1,1
4,18,2,1,0
7,16,0,0,0
10,20,-3,0,1
10,17,-2,1,0
10,7,1,1,1
10,17,0,0,1
10,17,-2,0,0
11,20,-3,0,1
11,19,-2,1,0
8,9,1,0,0
10,10,1,1,1
10,14,2,1,0
5,19,0,0,1
7,10,2,1,1
7,20,1,0,1
8,20,-2,0,1
8,14,0,0,1
10,17,-2,0,0
10,10,1,0,0
9,13,1,0,0
6,15,1,1,0
2,14,1,1,0
10,16,-1,0,0
5,16,1,0,0
10,16,-1,1,0
7,20,-1,0,1
10,12,-1,1,0
3,14,1,0,1
7,8,2,0,0
3,17,1,0,0
10,18,-2,0,1
6,14,1,0,1
4,20,-1,1,0
3,12,1,0,0
4,20,-1,0,1
5,5,3,0,0
10,16,-1,1,1
10,18,0,1,0
3,12,1,0,0
5,10,3,0,0
7,10,1,0,0
10,11,0,0,1
8,13,0,1,1
8,18,1,0,1
6,14,1,0,0
5,7,3,1,1
5,17,2,1,1
5,19,3,0,0
8,14,0,1,1
8,18,1,1,0
4,18,0,1,0
5,9,3,1,1
5,12,4,0,1
10,10,0,1,1
10,12,1,1,0
2,18,0,1,1
2,20,1,0,1
10,12,0,1,1
10,13,-1,1,0
10,20,-3,1,0
10,7,1,1,1
10,9,2,1,1
10,14,3,0,1
5,12,-1,1,1
5,17,0,1,1
5,21,1,1,0
2,13,1,1,1
2,21,1,1,0
10,18,-2,0,0
11,15,-1,0,0
10,17,-2,1,1
10,21,-1,1,0
6,13,1,1,1
6,19,2,1,0
4,17,0,1,0
10,11,0,0,0
10,19,-2,0,1
10,18,-2,1,0
10,20,-3,0,1
2,19,0,1,0
7,20,-2,1,0
8,19,-1,0,1
5,20,-1,0,1
5,17,0,0,1
11,7,1,0,0
9,11,1,0,0
5,11,2,0,1
8,12,0,1,1
8,13,-1,0,0
9,12,0,0,0
10,19,-2,1,0
9,18,-1,1,1
9,19,-2,1,0
10,19,-2,1,0
10,20,-3,0,1
3,16,1,0,0
7,19,-1,1,1
7,21,0,1,0
5,14,1,0,0
11,17,-1,0,1
5,14,1,0,0
10,19,-2,0,0
10,12,0,1,1
10,21,0,1,0
3,9,2,1,1
3,11,3,1,1
3,21,2,1,0
2,13,1,0,0
2,12,2,1,1
2,15,3,0,0
7,20,-2,1,0
10,15,-1,1,1
10,16,-2,0,0
10,20,-3,1,0
9,8,2,1,1
9,14,3,0,0
10,14,-1,0,1
11,17,-2,0,0
9,12,0,0,1
10,17,-2,1,0
9,12,0,1,0
11,18,-2,0,1
6,8,3,0,1
3,20,-1,0,0
10,12,0,0,1
10,8,1,1,1
10,18,0,0,1
10,12,-1,0,0
7,6,2,0,0
4,10,2,1,1
4,14,3,1,0
2,14,2,0,1
10,19,-2,1,0
7,17,-1,0,0
8,18,-1,1,0
3,9,2,0,0
4,13,2,1,1
4,15,3,1,1
4,16,2,1,1
4,19,3,1,0
4,20,-1,1,0
7,20,-1,0,1
5,17,0,0,1
8,8,2,0,0
10,12,-1,1,1
10,16,0,1,1
10,21,1,0,1
3,14,1,1,1
3,18,2,1,1
3,21,3,0,1
10,7,1,1,1
10,12,2,1,1
10,17,3,0,0
5,18,0,1,0
4,11,2,1,1
4,12,1,0,1
11,15,-1,1,0
7,12,0,1,0
10,20,-3,1,0
2,18,0,1,1
2,19,-1,1,0
4,12,2,0,0
10,18,-2,1,1
10,20,-1,1,0
10,9,0,1,1
10,12,1,0,0
11,14,-1,0,0
5,15,1,1,0
5,19,0,0,1
5,13,1,0,1
10,16,-1,0,0
5,11,2,0,1
5,13,1,0,0
2,15,1,1,0
8,14,0,0,0
7,17,-1,0,1
6,9,2,0,0
10,13,-1,0,0
10,20,-3,0,1
10,17,-2,1,1
10,18,-3,1,0
10,11,0,1,1
10,12,-1,0,0
10,10,1,1,1
10,15,2,1,1
10,18,3,1,0
10,13,-1,1,0
6,16,1,1,0
3,17,0,0,1
10,18,-2,1,0
6,9,3,0,0
6,9,3,0,0
3,20,-1,0,0
10,20,-2,1,0
6,7,3,0,1
2,20,-1,0,0
10,19,-2,1,0
3,15,1,1,1
3,21,2,1,0
9,12,0,0,0
10,13,0,1,1
10,20,0,1,0
10,6,1,1,1
10,14,1,1,0
8,20,-2,0,1
8,11,1,1,1
8,21,0,1,0
8,18,-1,1,0
7,12,2,0,0
10,16,-1,0,0
3,15,1,1,0
8,5,2,0,0
3,20,0,1,0
2,17,0,1,0
7,19,-1,1,0
4,11,2,0,1
4,12,1,1,1
4,20,1,1,0
11,18,-2,1,0
7,16,0,1,1
7,17,-1,0,1
10,18,-1,1,0
8,17,-1,0,1
9,15,0,1,0
5,19,0,1,0
10,15,-1,1,1
10,18,0,1,0
10,4,1,0,0
8,16,0,0,0
2,18,1,1,0
5,17,0,1,0
9,20,-2,1,0
10,19,-2,1,0
7,15,0,0,0
3,6,3,0,0
5,15,1,0,0
7,20,-2,1,0
6,14,1,0,1
10,13,0,1,1
10,19,1,1,0
10,18,-2,1,0
7,14,1,1,0
9,18,0,1,0
5,15,1,1,1
5,17,2,0,0
11,19,-2,0,1
2,8,3,0,0
9,13,1,0,0
9,20,-1,0,1
7,9,2,1,1
7,16,2,0,0
2,16,1,0,0
8,17,-1,0,0
10,8,1,1,1
10,16,1,1,0
8,9,2,0,0
10,18,-2,1,0
10,19,-2,1,0
9,11,2,0,0
10,19,-2,0,1
10,5,1,0,0
8,19,-1,1,0
7,15,0,0,1
11,14,-1,0,0
11,19,-2,0,1
6,7,3,1,1
6,9,4,1,1
6,19,3,0,1
10,18,-2,1,0
10,12,-1,0,1
10,13,-1,0,0
7,18,-1,1,0
6,9,2,1,1
6,19,1,1,0
6,11,2,1,1
6,20,2,0,1
2,17,1,1,0
6,10,2,0,0
7,7,2,1,1
7,17,1,0,0
10,12,-1,1,1
10,20,-1,0,1
10,15,-1,1,0
10,8,1,1,1
10,14,2,0,0
10,19,-2,1,0
8,15,0,0,0
10,20,-3,0,1
10,13,-1,1,1
10,18,0,0,0
10,13,-1,0,0
10,13,-1,1,0
4,20,-1,0,1
8,13,1,0,0
10,19,-2,1,0
6,13,1,1,1
6,21,1,1,0
10,14,-1,0,1
10,17,-1,0,1
7,20,-2,1,0
9,18,-1,1,1
9,19,-2,0,1
10,20,-3,1,0
8,9,1,0,1
2,16,1,1,0
7,14,0,0,0
2,7,3,0,0
9,12,1,0,0
2,16,1,1,1
2,18,2,0,0
10,13,-1,0,1
10,20,-3,1,0
2,19,0,1,0
7,18,-1,1,0
10,12,-1,0,0
10,18,-2,0,1
6,14,1,0,0
2,17,0,0,0
9,16,0,1,0
10,20,-3,0,1
2,18,0,0,0
2,8,3,1,1
2,18,2,1,0
10,13,-1,0,1
4,17,1,1,0
10,14,-1,1,0
7,12,0,0,0
3,8,3,0,1
2,16,1,0,1
4,18,0,0,0
7,14,0,0,0
8,8,2,0,0
11,16,-1,0,0
9,9,2,0,0
9,11,1,0,0
10,14,0,0,1
10,14,-1,1,0
7,6,2,0,0
6,17,0,1,0
7,20,-1,0,1
9,20,-2,1,0
11,14,-1,1,0
3,11,2,1,1
3,16,3,0,0
8,10,1,0,0
2,7,3,1,1
2,11,4,1,1
2,21,3,0,1
5,14,1,1,0
10,13,0,1,1
10,21,0,0,1
10,4,1,1,1
10,10,2,0,1
8,12,0,1,0
7,13,0,0,0
7,17,0,0,1
5,9,3,1,1
5,19,2,1,0
3,16,1,1,0
10,17,-2,1,0
10,13,-1,1,0
9,15,0,0,0
10,10,1,0,0
4,9,3,1,1
4,20,2,0,1
11,15,-1,1,1
11,21,0,1,0
10,9,0,1,1
10,11,1,0,0
10,14,-1,1,1
10,15,-2,1,1
10,16,-3,1,0
10,20,-3,1,0
11,16,-1,0,0
7,15,1,0,0
6,12,1,0,0
5,10,3,1,1
5,20,2,1,0
7,7,2,0,0
10,15,-1,0,0
10,13,0,1,0
10,20,-3,0,1
4,12,1,1,0
10,19,-2,1,0
8,12,0,0,0
6,15,2,0,0
5,17,0,0,1
11,15,-1,0,0
10,18,-2,0,1
7,16,0,1,0
10,20,-3,1,0
10,19,-2,0,1
5,13,2,1,1
5,19,3,0,1
5,18,0,1,0
9,20,-2,1,0
7,6,2,1,1
7,12,3,0,0
7,16,0,1,1
7,17,-1,0,1
11,16,-1,0,0
10,17,-2,1,0
10,16,-1,0,1
11,11,0,1,1
11,21,-1,1,0
10,14,-1,1,0
2,20,-1,1,0
6,20,-1,0,0
10,13,-1,0,0
7,11,1,0,0
5,19,0,0,0
6,10,2,1,1
6,15,3,0,0
10,8,1,1,1
10,19,0,1,0
10,19,-2,1,1
10,20,-3,1,0
8,14,0,1,1
8,15,-1,0,1
9,15,1,1,1
9,21,2,0,1
5,8,3,0,1
10,14,0,0,0
5,8,3,0,1
7,19,-1,1,0
3,19,0,1,0
5,12,2,0,0
5,12,1,1,1
5,19,1,0,1
10,20,-2,0,1
3,15,1,1,0
4,12,2,1,1
4,13,1,0,1
9,18,-1,1,0
2,18,0,0,1
4,12,1,0,1
9,12,0,0,0
3,13,2,0,0
5,18,0,0,1
9,18,-1,0,0
10,19,-2,0,0
10,15,-1,0,0
8,20,-2,0,0
10,13,0,0,0
10,12,-1,1,1
10,15,0,0,0
5,13,1,0,1
8,19,-1,0,1
5,19,0,1,0
3,12,-1,1,0
2,13,1,0,1
2,20,-1,1,0
4,11,2,0,0
2,5,3,0,0
6,9,2,1,1
6,14,3,0,1
10,18,-2,0,0
10,10,0,1,1
10,15,1,1,0
